Korean,Spanish
내어,Afuera
칼질을,Kaljil
candidate,Candidato
꿈꿔왔던,Yo soñé
cowards,cobardes
아들인,Hijo
창녀랑,Con la prostituta
납시오,Guiar
visitor,Visitante
셰일라와,Shayla y
breast,seno
낙태,aborto
찍었을,Hubiera tomado
갈비를,Costillas
사다리를,Escalera
잘하도록,Hacerlo bien
원정,expedición
똥줄이,Mierda
하나님과,Con Dios
질투의,Celoso
준비해서,Preparado
플로리다에서,En Florida
아름다웠지,Hermoso
더없이,Mucho
빨아먹는,Chupado
고얀,Goan
ensured,Asegurado
말인즉슨,En otras palabras
미안하네요,Lo siento
그래프,grafico
오필리아,Opilia
머슴,labriego
삼돌이가,Samdoli
그놈이야,Ese tipo
건네줘,Dame
served,Servido
clanks,clanks
돈벌이가,Dinero
힘겨운,Difícil
약속했던,Prometido
선례가,Precedente
therefore,por lo tanto
베이씨,Bahía
있노,Hay
킵의,Guardián
차려봐,Vestirse
살펴봐도,Incluso si lo miras
cto가,CTO
손톱을,Clavos
찾으십시오,Encontrar
driver,conductor
말인디,Caballo
react,Reaccionar
따는,Hacer un seguimiento
개인이,Individual
일당,cargo por día
국가는,El estado es
telephone,teléfono
중이오,Ioo
기사들은,Los Caballeros
녹색등,Luz verde
죽었,Muerto
팀이다,Equipo
wondering,PREGUNTARSE
시카고를,Chicago
발자국만,Pasos
예상하는,Anticipado
마나와,Manawa
찢어져,Rasgado
음성을,Voz
묘기를,Truco
tape,Cinta
개똥,Excremento de perro
경제적으로,Económicamente
이벨린,Ibeline
자신보다,Más
장군이라고,General
증언은,Testimonio
남성용,Masculino
따고,Cosecha
earlier,Más temprano
따야,Tangya
켄리는,Kenley
뒷산에,En la montaña
깨끗함,Limpieza
반죽을,Masa
켄리가,Kenliga
카디프,Cardiff
노예처럼,Como esclavos
메세지는,Mensaje
농담하시는,Bromas
thud,ruido sordo
라의,La
클쓰워너비,Kltsannabe
중이었네,Fue
덮어주세요,Por favor cubre
하드코어야,Es hardcore
공증인,notario
무니의,Monocromo
기억하냐,Te acuerdas
보낸거,Enviado
결혼하려고,Para casarse
노을이,Puesta de sol
유용한,útil
갔는데요,Fui
박스는,La caja es
멈췄다가,Detenido
지난해,El año pasado
클로르프로마진,Clorpromagina
질문들,Preguntas
우주복,traje espacial
steuben,Steuben
멈춰버린,Detenido
내리소서,Hacia abajo
아쉬운,Desgraciado
천석,Mil
아기야,Bebé
전일성,Jeon il -sung
해군을,Armada
인순,Insertar
무리해서,Forzado
우실장,Woo -il
소리입니다,Es sonido
무리하게,A la fuerza
는데요,Está
얘요,Esto es
내가있다,soy
티리온의,Tironico
시경,Visión
파견,despacho
업체,empresa
웨스테로스로,Westero
둥둥둥,Flotante
에두아르도,Eduardo
이루고,Realizar
얘기고,Hablando
뭐하게요,A qué te dedicas
노예상들이,Esclavitud
올라가세요,Subir
잃어버렸다,lo perdí
유서깊은,Histórico
협해를,Cooperación
청구서를,Una factura
달랐던,Diferente
자경단원이,El miembro vigilante
추앙받던,Venerado
클럽을,Club
cd를,CD
돌아왔소,Devolver
간청,súplica
차량에,En el vehículo
카메라들이,Las cámaras
심판,Árbitro
품안에,En los brazos
아입니까,"Vaya,"
사이버맨으로서,Como cyberman
팔아먹고,Vender y comer
이혁명은,Revolucionario de Lee
제공할,Ser provisto
드로고의,Drago
몇개로,Algunos
짬밥이,Arroz con arroz
강력계,Juego
웃죠,Risa
방향은,Dirección
왼손으로,Con la mano izquierda
냈죠,Lo tengo
요지는,El punto
시빌코이에서,En Civille Koi
삼류,Tercera clase
감사하세요,Gracias
달러와,Dólar
릭의,Ricky
취향도,Grado de sabor
난잡하게,Miserable
토멘을,Matanza
백진수,Baek Jin -Soo
알려주려고,Decirte
주차장,estacionamiento
사형이,Muerte
가소잉,En punto
그러려무나,Asi que
민법,Ley civil
다방,cafetería
포투나,Portuna
좀있다,Ser
코미디를,Comedia
싸인을,Señal
헤르만,Hermann
곤잘레스,Gonzales
사체를,El cadáver
알아듣지,entiendo
인테리어,interior
그렇답니다,Sí
존재와,Existencia
들이대지,Tierra
양손을,Ambas manos
받아들여요,Aceptar
기관사,ingeniero
모퉁이,esquina
마치겠습니다,Lo terminaré
얼굴이군,Es una cara
fraternize,fraternizar
우형사,Woo hyungsa
자루에,Bolsa
토멘은,Matanza
만반의,Completo
행성들이,Planetas
도리스,Doris
알고싶어요,quiero saber
안한다는,No
영상에,En el video
봉투가,Sobrante
터는,Ruina
아매도,Amado
실패했습니다,Ha fallado
나왔다는,Salió
파우더,polvo
이시도로,Ishido
씹새끼,Masticar
페이지를,Página
계획이에요,Es un plan
sobbing,sollozo
못하네,no puedo
위치도,Ubicación
답지,Responder
앵글,ángulo
했으니깐,Lo hice
보석금으로,Joyas
작성해서,Por
사표,Resignación
리카르도,Ricardo
채찍질,flagelación
해냈는지,Lo hice
보냈을,lo envié
하대,Subordinar
재밌어지는군,Es divertido
그러겠습니다,voy a
그놈도,Él también
걸었습니다,Caminé
니콜라이를,Nikolai
오요,Venir
부딪쳐서,Bulto
도와줬던,Ayuda
apos를,APO
금속에,Metal
찾으며,Buscando
기대해요,Espero que
괜찮았을,Debe haber estado bien
분리를,Separación
대형을,Largo
저것은,que
나오신,Salga
그리워하지,Te extraño
보내야겠어,Tengo que enviarlo
전부인이,Todos
박경위,Park Kyung -wi
오슨을,Orson
싫증이,Cansado
그런대로,suficiente
얘들의,Tipo
외진,Remoto
모시겠습니다,Te serviré
내켜,En
누구신데,Quien es
불공평하잖아,Es injusto
떨어지나,Otoño
탓이지,Eso es porque
plt,PLT
여기에있다,Estar aquí
싶어한다,Yo quiero
드는데요,lo puse
비웠어요,Vacié
물어봤던,Yo pregunté
때문이었죠,Fue porque
다아시,Daasi
선택이죠,Es una elección
레이저를,Láser
이름표를,Etiqueta de nombre
공로를,Mérito
임무의,Misión
로니를,Ronnie
바위가,Roca
문제있는,Problemático
의사들과,Médicos y
펜타닐,Pentanilo
겁탈했어,Radiante
가루,polvo
아처의,Arquero
아처가,Arquero
바람개비,veleta
되돌아갈,atrás
옮기자고,Movámonos
구보,Guía
신들과,Los dioses y
점심도,Almuerzo
아처를,Arquero
러브크래프트,Artesanía de amor
애비야,Abi
끄도록,Estar apagado
파타,Patata
허무로,En vano
시나리오,guión
하러요,lo haré
제복을,Uniforme
받아야죠,Tengo que tenerlo
봐주실,Míralo
가난뱅이,Pobreza
벌지,Castigo
부자고,Rico
박창민,Park Chang -min
정글에서,En la jungla
바쁩니다,Estoy ocupado
스스로는,Ellos mismos
그분들은,Ellos
주인님을,Maestro
인상적이야,Impresionante
간거죠,Fui
aisle,pasillo
키에,Altura
안돼서,No
미라를,Momia
가족이니,Familia
평해,Paz
부욱,Despertarse
관두지,Dumping
스코틀랜드의,escocés
헝거게임의,Hambre
의논해,Conversar
살인으로,Por asesinato
왔냐고,Está eso aquí
화물에,Carga
휘이,Silbar
고메즈는,Gómez
경이로운,Asombroso
아린의,Arina
온건가,Moderado
직면한,Enfrentado
환상에서,En fantasía
쫓을,Perseguir
철수가,Retiro
빠르다,rápido
도와주시면,Si ayudas
말씀해주실,Para decirme
talent,Talento
방법이니까,Porque es una forma
머리부터,De la cabeza
정상에,En la cima
난방을,Calefacción
송화야,Songhwa
남편이란,Que es mi marido
문과,Literatura
고소하고,demandar
놈에겐,Para él
그러면은,Después
해안이,Costa
사항에,En
왕가의,Real
샌드위치가,Emparedado
정치가,político
안그래도,Todavía
파시스트,Fascista
독일을,Alemania
났단다,Afuera
골절된,Fracturado
전이잖아,Es antes
들어가니까,yo entro
실종자들을,Perdido
읽어라,Leer
않으마,No lo hagas
바쁘니,Tienes prisa
규명하는,Identificación
간호,enfermera
悲しみなんて吐きだして,悲 ん ん だ だ だ
슬픔따윈,Tristeza
접근하기,Acercarse
할때는,Cuando
동네는,El vecindario
토해버리고,Lo pegó
너무해요,Demasiado
갔을때,Cuando yo fui
前だけ見てればいいんだっけ,Anterior だ 見 見 て い い い ん っ け け
특급이란,¿Qué es el expreso?
아시면서,lo sé
남자애를,Chico
ascertain,cerciorarse
lump,bulto
혈관들이,Vasos sanguineos
함게,También
니콜라스는,Nicholas
시작됐죠,Empezó
대너리스가,Daenery
부탁드릴게요,Te preguntaré
받을때,Al recibir
모든것,todo
それじゃとてもまともでいられない,そ れ ゃ て い い い い い い い
많으십니다,Hay muchos
떳떳해,Orgulloso
괜찮은거죠,está bien
하는건데요,lo estoy haciendo
안올거야,No vendrá
가면된다고,Se puede ir
다됐어,Se hace
맞거든,Eso es correcto
바늘이,Aguja
캐틀린,Gatito
두목,jefe
중위님,Teniente
적과의,Enemigo
기관차가,Locomotora
제정신이에요,Es mi espíritu
탑승,montando
인사라도,Incluso si eres
あの水平線が遠ざかっていく,の 水 が ざ っ っ い い く
받았거든요,Lo tengo
kindly,Amable
범행에,En el crimen
수평선이,Horizonte
내방에,En mi cuarto
있던걸까,Estaba allí
靑すぎた空には明日すら描けなくて,靑 ぎ 明 明 明 ら 描 描 描
푸르기만한,Verde
내일조차,Incluso mañana
불사신에,En inmortalidad
별론데,No separado
켈시,Kelly
타곤,Etiquetar en
걱정말게,no te preocupes
트리,árbol
브라보스의,Bravos
기관실,cuarto de calderas
僕はいつからここに潛りこんだんだ,い い つ ん だ ん ん
이틈에,De este modo
발견했을,Lo encontré
한시간만,Solo una hora
안갈거에요,No iré
든다면,Si se
쥐새끼를,Una rata
tattoo,Tatuaje
만족한다면,Si estas satisfecho
수술하라고,Cirugía
もう二度と溺れないよ,う 溺 溺 い い
따바르씨,Tabar
가벼웠어,Era ligero
지켜봤어,observé
누리아는,Nuria
유기,abandono
말썽이,Molesto
notes,notas
단조가,Forjar
보여줬지,Te mostré
속하지,Perteneciente
제거했어,Quitarlo
발짝,Pasos
차크라가,Chakra
걸릴지도,Tal vez se necesite
데려가자,Vamos a tomarlo
한땐,Una vez
일이냐고,¿Es trabajo?
일본인은,japonés
카제카게,Kasekage
사격을,Tiroteo
도와주기로,Ayudar
카레브입니다,Esto es curry
도쿄에,En Tokio
당한거야,Fue
생존을,Supervivencia
죽어간다고,Morir
나쁘지만은,Malo
루시아,Lucía
올수,Toda el agua
뭉개지겠어,Aplastaré
혐의,Sospecha
낼수,Sin par
dick,polla
준비됐다,Preparado
光をかすかに感じてるんだ,を じ ん ん ん
통행증,Paso
teardown,Demoler
기관차는,Locomotora
꽝,Auge
tropoja,tropoja
따라가요,Seguir
병신들아,Toros
스펜서가,Spencer
闇を見上げるだけの僕じゃ,闇 を 上 げ る だ の 僕 ゃ ゃ
짓이었어,Fue
어디가세요,A dónde vas
안와서,No he venido
야인들을,Noches
만들어주는,Hecha
착륙했다면,Si aterrizas
새랑,Verguenza
버터를,Manteca
넌덜머리가,Tengo una cabeza desagradable
자이언트,Gigante
이일을,Sotavento
ただの幸せに氣づいたら,だ の 幸 づ 氣 づ い ら
한명만,Sólo uno
준석아,Jinito
올려볼,Subir
작아도,Incluso pequeño
멘토가,Mentor
예뻐라,Bonita
나로썬,Naro Sun
형제의,Fraternal
기억나는거,yo recuerdo
구린내입니다,Soy una ruina
모종의,Clasificación
계좌에,En la cuenta
돌아버리겠네,Lo volveré hacia atrás
탄환은,La bala
찢어발기려고,Para llorar
하현수,Ha hyun -loo
괴롭힘,tormento
이십니다,Oye
가셨을,Debes haber ido
피부색,Color de piel
재밌단,Gracioso
optic,óptico
succeed,TRIUNFAR
알바니아어,albanés
고쳤고,Fijado
좋았단다,Estuvo bien
인공지능,AI
기다린다면,Si esperas
헤어지지,Ruptura
대씩만,Solamente
째는,Más lejos
미니보이,Miniboy
진급,promoción
잡지는,Revista
약속이야,Promesa
은기,Plata
경위,Versatilidad
키웠다,Aumentó
스콧이,Escocés
오빠의,Hermano
탄환에,En la bala
독해,lectura
세세하게,En detalle
어딨는데요,Dónde está
판사에게,Al juez
케넥스,Kennex
기관차의,Locomotora
부관,ayudante
않을거라,no lo haré
이지현,Lee ji -hyun
헤이스팅,Historia
많은게,Muchas cosas
세계와,El mundo y
졸업한,Graduado
넘었는데,Se terminó
통로로,Paso
보이구요,yo lo veo
비치지,Colocación
유형이,Escribe
데죠,Dejo
지마,Jima
빼고는요,Excepto
입주권을,Derechos residenciales
좋았네,Estuvo bien
시기가,Tiempo
너에게는,Para ti
대원이,Tripulación
생각해보렴,Piénsalo
presents,Regalos
서류와,Documentos y
사느라,Vivir
애미를,Amy
할라구,Halagu
구형,rectángulo
주드,Yacuana
노트,Nota
조용했어요,Estaba tranquilo
은혜는,Gracia
신기하죠,Es asombroso
말까한,Extraño
살아나지,Viva
수준이에요,Es el nivel
내려도,Incluso si te bajas
스테이션,estación
따라잡고,Ponerse al día con
버리겠어,Lo tiraré
직원들의,Personal
빠리올,Fabri
영광이네요,Es un honor
이외에,Además
여자친구에게,A mi novia
싶지않아,No quiero
씨라고,Semilla
빠울렛따,Pauletta
안드레이,Andrey
쟝,쟝
캐슬린,Cassleen
허락할게,Lo permitiré
요트,yate
bob,Beto
뒤쳐져,Detrás
콜야,Reajuste salarial
갤러리에,En la galería
우리사이가,Estamos entre nosotros
앉았지,siéntate
꺼버려,Apágalo
이사했어요,Me mudé
아비로서,Como padre
어떻던가요,Que tal
네비게이션,navegación
곳에서는,Lugares
흐를,Caudal
죽였습니까,Mataste
체육관으로,Por gimnasio
끝났을,Debe haber terminado
공정하게,Justamente
도리안,dorio
년대,En el año
확인은,Confirmación
이후부터,Después
그랬는데요,Lo hice
찌르면,Puñalada
쌍둥이가,Mellizos
삐또리우아,Pintoriua
걸어야지,Tengo que caminar
설계도를,Diseño
했었다는,Fue
옮으면,Si te mueves
데킬라를,Tequila
보니는,Bonnie
드리는데,Te daré
어디인가,Dónde
소리재,Sonido
완수한,Completo
대피할,Evacuar
보래요,Yo quiero
조국에,En la patria
염부가,Salvar
위험하단,Riesgo
자국은,Marcas
후방,trasero
로갈,Pícaro
어긋나,afuera
handful,Puñado
피곤,cansado
육체적으로,Físicamente
누구더라,Quien es
천체,orbe
잘려나간,Corte
익숙해져,Acostumbrarse a
씁시다,Vamos a escribir
령도자님이,El líder
마리아여,María
끝난거,Terminado
승리한다,Victoria
동일,mismo
안돼고,De ninguna manera
육군에,En el ejercito
일거야,Será
해서지,Asi que
가까워지면,Cuando te acercas
mo,mes
데려다줄게,Me lo llevo
안녕히계세요,Adiós
타박상,moretón
나오셨습니까,Saliste
이륙해,Quitarse
의심됩니다,Duda
moanin,Gimas
구사하라,Sushara
옳다,Correcto
보여달라고,Para mostrarte
freed,Liberado
화공을,Químico
한오백년,Coreano cincuenta años
심각한거야,Es en serio
사자는데,lo compro
성화요,Antorcha
disappearance,Desaparición
하나인,Una
개입,Intervención
drumming,tamboril
동맹은,La alianza
files,Archivos
정답,responder
허름한,En mal estado
일좀,Trabajar
강력합니다,Fuerte
릴라를,Lila
떠들면,Si hablas
안했죠,No lo hice
필요로하지,Necesitar
말할때,Al hablar
부리토,Burito
하십쇼,Hasser
생각이고,Pensamiento
계곡을,Valle
기도할게요,Rezo
상부에서,En la cima
가정부는,Ama de casa
케익은,Pastel
바랠,Desvanecimiento
프라이를,Freír
적군이,Enemigo
바닐라카푸치노,Capuccino de vainilla
않은건,No
지키고자,Mantener
별빛이,Luz de las estrellas
alayne,Alía
niece,SOBRINA
돌봐줘,Cuídate
방금전까지,Hasta que justo antes
아프리카를,África
준비에,En la preparación de
규모는,Escala
반죽기,Amasadura
플린,Chocar
아이스,hielo
부탁했다,Yo pregunté
삽입하고,Insertar
못하겠네,no puedo
했노,Lo hice
저급한,Nivel bajo
리노어가,Renovador
멈추시오,Deténgase
상태도,Estado
yara,yara
노는게,Jugando
오래가는,De larga duración
조조가,Jojo
지점에,En el punto
미군을,Militar de Estados Unidos
모니카,Mónica
일세,Una vez
베드로는,Péter
재판도,Prueba
순구,Pusan
팀원들,Miembros del equipo
짓이니까,Porque es
회의실에,En la sala de reuniones
강요는,Forzado
군장,Oficial militar
때렸는데,Lo golpeé
부친께선,Mi padre
진행한다,Progreso
생각하시겠죠,Tú puedes pensar
범죄자로,Como criminal
안개를,Niebla
자동차는,Coches
라바,Larva
자연계의,Natural
켄타우로스,Kentauro
보여주십시오,Muéstrame
베오그라드,Belgrad
연구의,Investigar
병세가,Enfermizo
stitches,puntadas
전쟁에서도,Incluso en la guerra
숙재,Suelo
놓쳐선,Omitido
장마,La temporada lluviosa
해야하는데,Tengo que
사람이라구,Es una persona
노래와,Con la canción
뮤지컬로,Como musical
옘병,Desastre
원하시오,Desear
쫓지,Persiguiendo
끊기,Abandonar
사분님,Cuatro
cage,jaula
이분과,Su familia
민주주의를,La democracia
주당,Por semana
어쩔까요,Qué pasa
열대,zona tropical
이야기지,Narración de cuentos
두당,Aderezo
안된다구요,No
고아를,Huérfanos
스리랑카의,Sri Lanka
slaver,negrero
관통했어요,Penetré
사람과의,Hombre
생각이요,Pensamiento
안정되면,Cuando estable
상우야,Sangwoo
군단을,Legión
확보를,Seguro
좋아하지는,Apreciado
회생,Rehabilitación
단검이,Daga
손잡이의,Resolver
분명합니다,Claramente
중고차,coche usado
감기는,Frío
모방범,Imitación
자식한테,Al niño
통계,Estadísticas
벤치를,Mesa de trabajo
announcer,Locutor
배운다,Aprender
카레브를,Carro
testing,pruebas
동반자,Compañero
습기가,Humedad
회비,deudas
폐렴에,Neumonía
호출하게,Llamar
일어났네,Despierta
갈리프레이를,Galiprey
추위와,Frío y
섭취,Consumo
아들하고,Hijo con un hijo
맹장염,tiflito
밑이나,Abajo
하고나서,Después
pyramid,pirámide
활화산처럼,Como un volcán activo
마을도,Aldea
됐을걸요,Debe haber sido
dry,Seco
셀든이,Seleccionar
tyrells,Tyrrells
했지만요,Lo hice
공간으로,En el espacio
청춘은,Juventud
shortly,dentro de poco
벌어졌다,Apareció
november,Noviembre
니잠은,Punta
꿍꿍이가,꿍꿍이가
타임로드께서,Camino de tiempo
명월채,Myeongwolchae
잡았냐,Lo atrapaste
부끄러운줄,Verguenza
뿐이라면요,Si es solo
고용했어,Yo contraté
투여하세요,Dosis
친구들의,Amigos
추측할,Adivinar
재호야,Jaehoya
찾으셨나요,Lo encontraste
barn,granero
일했지,Yo trabajé
빚진게,Debido
도플러,Doppler
철수를,Retiro
폭발은,La explosión
책임자로,Como un manager
먹었냐,Comiste
코앞에서,Delante de la nariz
지키겠다고,Me lo quedaré
보스토니안써니,Bostoni un soleado
조이드버그,Zoidberg
swallow,tragar
전역을,El mundo entero
꿇지,Arrodillarse
편찮으십니까,Estás enfermo
버리겠다,Lo arrojaré
구합시다,Establecamos
그넘을,Que
형수를,Soldado
헛되지,En vano
가봐야해,tengo que ir
데려가라고,Tómalo
다릴,Darry
샅샅히,Bien
버텨라,Quedarse
브리핑,instrucciones
옥순,Oksun
크리스탈,cristal
사수하라,Saga haga
사이렌이,Sirena
화력,poder de fuego
민병대는,La milicia
골프,golf
정도를,La licenciatura
오셨으니,yo vine
찬스를,Oportunidad
진입한다,Ingresar
빨아들이는,Succión
태양계를,Sistema solar
말한적,Habló
제닝스,Jennings
애덤슨,Adamson
monkeys,monos
동반자로,Compañero
화학검사,Prueba química
셀게요,Célula
탐지할,Detectar
안타깝게,Desafortunadamente
목걸이도,Collar
정해보라고,Inscribirse
편이지만,En el lado
가르쳤어,Enseñando
대열이,Rango
좋으세요,Tener buena
중간에서,En el medio
알프레드가,Alfredga
cousin,Primo
골든,Dorado
싸요,es barato
맞기도,Derecha
많다니까,Porque hay muchos
보여줘라,Muéstrame
잡일을,Quehaceres
창씨를,Cambiar
하동무,Hadongmu
니네집,Tu casa
있는지요,Esta ahí
된걸,Que
whimpers,Gemidos
은주야,Día de plata
가정적인,Hogar
어디가면,Donde quiera que vayas
썩어,Podrido
쓰이지만,Esta usado
방사선학자,Radiólogo
공중전화를,Llamada pública
맥없이,Sin Mac
아들이기,Hijo
물리치고,Vencer
쿵푸가,Kung Fuga
정원이야,Jardín
테레비,TELEVISOR
일일랑,Diariamente
대기중입니다,Esperando
가득차,Completo
미친거죠,Estoy loco
아들이오,Hijo
모스크바에서,En Moscu
sofa,SOFÁ
그아이는,Ese niño
축하를,Felicidades
무사해요,Es seguro
대사부가,Embajador
부탁인데요,Es una solicitud
공부합니다,para estudiar
통해서는,Mediante
봐주고,Míralo
쿵푸를,Kung fu
수술이었어,Fue cirugía
선조,antepasado
리사를,Lisa
먼로의,Mono
수속,Procedimiento
수고해라,Buen trabajo
이순경,Lee pronto -kyung
추모,monumento
시작됐습니다,Empezado
더하면,Más
황송합니다,Sashimi
우승자,ganador
방마다,Ir a cada habitación
아프대요,Estoy enfermado
노틀담은,Notre Dame
extraordinary,Extraordinario
다른지만,Diferente
khal,khal
혼인하면,Cuando casado
그대들에게,Para ti
잔이,Taza
이웃과,Con vecinos
전역에서,De todas partes
하부,abajo
수군은,Armada
오리온,Orión
마일을,Milla
열매가,Fruta
포기하라고,Abandonar
않으리라,no lo haré
어깨와,Hombro
의미하죠,Significa
스피드를,Velocidad
비정한,Desagradable
보금자리를,Bogeo
대항해서,Contra
싶습니다만,Yo quiero
따라가고,Seguir
회복한,Recuperado
친히,De paso
데브을,Enchufe
쓰거든,Escribe
명사,sustantivo
사람들요,Gente
될수도,Puede ser
혈을,Sangre
코블팟,Adoquín
필요하겠군,lo necesito
있어야돼,tengo que ser
서커스가,Circo
비밀스런,Secreto
메달을,Medalla
닥터카레프,Dr. Carref
야이씨,Yaiyi
띄면,Si esto es
원격,remoto
유지합니다,Quédatelo
당근이죠,Zanahoria
사람이고요,Es una persona
좋은아침,Buenos días
토멘이,Matanza
이게뭐야,Qué es esto
숨쉬기가,Respirar
늘었어,Aumentó
시체의,Cadáver
정리만,Solamente
시피,Desglose
떠났다는,Partida
worlds,Mundos
기자들도,Reporteros también
귀족들은,Los aristócratas
동성애자들은,Gente gay
편이거든요,Está al lado
안다니까,lo sé
랄라가,Lala
실수입니다,Esto es un error
어처구니없는,Ridículo
샘도,Samdo
돌아온거,atrás
오는걸,Venir
기도합니다,Rezar
길죠,Gil
묻게,Pedir
황제는,El emperador
알려줄께,te diré
성과를,Actuación
좆됐다,Follado
덴마크의,danés
황제가,Emperador
팬더는,Panda
불리죠,Se llama
외교,diplomacia
질문들에,A las preguntas
우왕,Guau
la는,LA
왕복선이,Línea redonda
피웠어,yo fumé
동만이,Dongman
누를려고,Para presionar
떠날때,Cuando se vaya
공부하기,Estudiando
확대해서,Zoom
사탕주면,Dulce
안잡아먹지,No como
덤보를,Dumbo
계속하시오,Sigue continuando
감으라고,Encerrarlo
풍족하게,Ricamente
잘돼가,Buen trabajo
호출해줘요,"Por favor, llámame"
코끼리는,Elefante
달래자,Calmar
가라앉고,Hundimiento
탐침을,Libertad condicional
armies,Ejércitos
흥이,Hambriento
나눠진,Dividido
은신처로,Como escondite
바라보며,Mirando a
서있던,De pie
한달동안,Por un mes
밀주,luz de la luna
faced,faceta
시작한지,Comenzando
sits,stits
chatting,Chatear
왔더군요,yo vine
빅토르,Víctor
나온거야,Está saliendo
대왕,maharaja
truer,más verdadero
제출해,Enviar
andals,Andal
잡히나,Captura
제보가,Reportero
국내외로,En casa y en el extranjero
내도록,Ser - estar
fate,Destino
산호,coral
원하네,Quiero
귀엽군,Lindo
이여,Este
가져다줄게,Lo traeré
메기,bagre
군주가,Monarca
글자를,Carta
모집,Reclutamiento
뚱보가,gordo
잇지,Eso
apos는,APO
포함해,Incluido
동족들을,Los ciudadanos
가져갔습니다,lo tomé
먹어치우는,Comido
길준아,Gil Junah
탄약을,Munición
무등,Linterna
지냈습니다,Estuve
수배자,Querido
오리가,Pato
신화,mitología
미숙한,Inmaduro
소설에,En la novela
아들이죠,Hijo
동수,Aclamación
수군,Navegador
차례요,Giro
남자였어,Yo era un hombre
점원,empleado
장비야,Es equipo
없었을거야,Debe haber habido
그댄,Él
meereenese,Meereenese
navy,Armada
말해주마,Por favor dime
뭐람,Bien
주시니,Dame
뒤로하고,Hacia atrás
왔으며,Venir
환상적이네요,Es fantástico
알린다,Notificar
하우먼,Como hombre
손자병법,Nietos
정중한,Educado
숨막히는,ahogado
페니스,pene
퀴즈,Prueba
최악도,El peor
공에게,A la pelota
부재,ausencia
입구에,En la entrada
걸렸나,Te atraparon
땄다,Entregado
dhobi,hombre limpiador
집게,tenazas
백업,apoyo
어른스럽게,De adulto
사본을,Copiar
공격해야,Debe atacar
임시로,temporalmente
쐈지,Esta caliente
얘기해주지,te diré
짓일랑,Rango
주유는,Combustible
집중력을,Concentración
요란하게,Ruidosamente
테크,técnico
리얼리티,La realidad
친척이,Pariente
모였어,Reunido
살해당했어,Fuí asesinado
두려고,Ser - estar
고밖에,Fuera de
돌아가는게,Volver
무리에,Consulta
나쁜놈이,Un chico malo
행여,Remo
하나였다,Era uno
이면,Hacia atrás
살아있나,Estás vivo
쓰지말고,No lo uses
닭강정,Gangjeg de pollo
계시는군요,Usted está
아마존,Amazonas
septon,Septón
시간이고,Tiempo
싸웠지,Lucha
재미없어요,No es divertido
꺼내기,Extraer
걸렸습니다,me atraparon
질병이,La enfermedad
shirt,camisa
좋아졌습니다,Mejorar
이대론,Teoría de Lee
무의미해,Sin sentido
들어가는걸,Entrar
빠져나오려,Salir
숙녀들은,Señoras
바꿔도,Incluso si lo cambias
dalek,dalek
어리석게,Necio
식인,Dietético
설탕맛,Azúcar
있어야한다,Debiera ser
진흙에,En el barro
선생님이에요,Soy un profesor
누이에게,A mi hermana
제공한,previsto
각종,varios
보내드립니다,Les envío
딴건,En otra parte
카펫,alfombra
술법,Borracho
이지와,Lee Ji y
사스케의,Sasuke
whoops,Gritos
욕조에서,En la bañera
도버,Dover
슬라이드,deslizar
쉐인,Shane
백마,caballo blanco
속한다,Pertenecer
산딸기요,Frambuesa
아스트리드,Astrid
브라더,Hermano
multiplying,Multiplicación
거짓이야,Falso
죽었을걸,Debo haber muerto
새끼지,새끼지
점잖게,suavemente
가져왔느냐,Lo trajiste
극을,Tocar
raus,Raus
확인하려고,Para confirmar
bin,compartimiento
뿐이라는,Sólo
물어봤죠,Yo pregunté
앉아있다,siéntate
선택하신,Seleccionado
붙들아,Esperar
딜러,distribuidor
블랙잭,Veintiuna
있었던거,Qué sucedió
루드비히,Ludwig
내꺼라고,Hazme el mío
뻥치시네,Es un estúpido
활용해,Utilizar
결말,finalizando
맞춥니다,Juego
들어있고,En
발견됐죠,Fue encontrado
봉급,salario
뭍으루,뭍 으루
싣지,Carga
쥬디를,Judy
알아낼거야,Voy a averiguar
시위를,Protestas
새바라야,Sabara
조부,abuelo
거물,figura principal
가고싶어,Quiero ir
망가트린,Mangerino
만행,Brutalidad
적어줬어요,Lo escribí
중독자야,Adicto
이용하지,No utilice
먹기지,Comido
문제냐고,Es un problema
비응급,No beneficio
들어왔다고,entré
다나다라,Danadara
말인지는,Las palabras
침대에선,En cama
나모라,Namora
요금이,Tarifa
누구한테요,A quien
죽이기로,Matar
딸이니까,Porque soy una hija
끌어들일,Jalar
보았다고,yo lo vi
책상위에,En el escritorio
스토리는,La historia es
마리화나,articulación
emotions,emociones
틀어봐,Apágalo
안도감을,me siento aliviado
보내셔야,Tienes que enviar
감사했어요,Gracias
wee,Pequeñito
보고서가,Reporte
빌릴까요,Rentamos
제안에,En la propuesta
돌아와라,Regresar
무기라고,Arma
지불했고,He pagado
잃진,Perdió
attends,atiende
뚜리뚜밥,Toury Toubap
이리들,Este
스튜와,Stewwa
일라가,Ila
칼라,color
나갔군,Salí
닫으면,Cuando cierre
현실이라니,La realidad
밴드의,Banda
최고일,Mejor día
천지에,En el cielo y la tierra
불과하다,Solamente
죽고싶지,quiero morirme
지금이든,Si ahora
난하지,De horno
진저리가,Jengibre
내가해야,Yo debería
말해준다는,Hablando
피곤하실,Cansado
